ids,1cm_1,1cm_2,1cm_3,1cm_4,2cm_1,2cm_2,2cm_3,2cm_4,3cm_1,3cm_2,3cm_3,3cm_4,4cm_1,4cm_2,4cm_3,4cm_4,5cm_1,5cm_2,5cm_3,5cm_4
PaChr3g13644-t1_13644,4.5630273,4.503354599,4.480803167,4.368814246,3.148936541,3.023933776,3.090658728,3.113191494,1.992848287,1.95804929,2.121793362,2.066766486,2.649583467,2.550155431,2.616874033,2.716960963,2.48223063,2.437317213,2.525362767,2.470104709
PaCtg0628g28539-t1_28539,0.980359257,0.993648524,0.988187562,0.993158178,1.245182831,1.214890443,1.273108137,1.256936897,1.369857193,1.425754625,1.506411898,1.447675086,1.100154936,1.101651235,1.131423819,1.137318695,1.135359487,1.096927557,1.106978842,1.110205106
PaChr12g07801-t1_7801,1.339584353,1.344687204,1.341251836,1.329528375,1.253543143,1.237683091,1.258957151,1.273307976,1.20313768,1.192032733,1.214290334,1.204467593,1.337867509,1.33728425,1.316015651,1.313635951,1.204156448,1.197137792,1.210651132,1.237840004
PaChr9g23970-t1_23970,0.863236894,0.88233532,0.873947684,0.879316912,0.825702064,0.83666718,0.847581331,0.853136348,0.878903815,0.874157386,0.857524994,0.854947435,0.918708897,0.907887766,0.90213325,0.89403289,0.855915546,0.860759877,0.843083224,0.873569805
PaChr11g06266-t1_6266,0.81384788,0.828402314,0.837011841,0.826806312,0.834439006,0.859880627,0.850129848,0.851260256,0.822304398,0.836362715,0.84797428,0.819033236,0.838332549,0.835826747,0.837955602,0.839387252,0.832956834,0.823550761,0.804112887,0.82214519
PaChr3g13515-t1_13515,0.753896507,0.771990601,0.778655734,0.767821986,0.748582204,0.764822296,0.76622844,0.785070379,0.780475623,0.770628671,0.767360939,0.75291596,0.792116191,0.808672102,0.812008311,0.809156606,0.803548453,0.802633254,0.780538026,0.80539479
PaChr11g06306-t1_6306,1.159107018,1.174409784,1.173301924,1.144352396,1.159251534,1.120396005,1.20833189,1.168167863,1.211733134,1.278281743,1.274316667,1.258966471,0.994346075,0.994467411,1.007212727,1.004926203,0.926889334,0.9158873,0.897503634,0.902181409
PaChr1g01282-t1_1282,0.779754166,0.805105945,0.79484957,0.793544105,0.786648327,0.808904608,0.809529025,0.805289073,0.792327829,0.800465095,0.801313523,0.779541153,0.812698422,0.8111342,0.815074636,0.806730702,0.808328191,0.804021622,0.783737709,0.80831652
PaCtg1255g32565-t1_32565,0.916273309,0.930442382,0.908034052,0.951712895,0.847558774,0.858590764,0.870749868,0.870522428,0.907874916,0.916684624,0.899055485,0.89455806,0.898622837,0.892459315,0.876181223,0.874818027,1.037922778,1.044364414,1.040415334,1.0711865
PaChr8g23031-t1_23031,2.950733256,2.919100859,2.826488015,2.941020586,2.396008722,2.389169246,2.348830906,2.313299645,2.088652811,2.096739986,2.055329124,2.123850201,2.280635304,2.265471454,2.233946185,2.191771848,2.356663659,2.354101132,2.396982478,2.312458282
PaChr2g09915-t1_9915,0.758128033,0.780902415,0.771775355,0.778380971,0.777037776,0.79750733,0.798632278,0.800449125,0.798552441,0.808736299,0.801907677,0.784757853,0.921810521,0.915091878,0.923243124,0.922618748,0.904728999,0.928513727,0.901159464,0.922820888
PaChr1g02557-t1_2557,0.788777172,0.806328936,0.804043908,0.809527458,0.821770283,0.825868047,0.847944617,0.852668195,0.831651421,0.811932516,0.816774611,0.802520716,0.842575992,0.844016268,0.84911615,0.854127531,0.825094995,0.821125217,0.798009379,0.815056514
PaChr8g22729-t1_22729,1.557528846,1.548632362,1.588962714,1.507918782,1.54260485,1.532050317,1.501798948,1.570352435,1.277700584,1.282278046,1.338433009,1.305934341,1.389587958,1.430750106,1.432509655,1.429502737,1.381314796,1.38151133,1.373209566,1.339323718
PaChr8g22032-t1_22032,0.801980721,0.817515956,0.821857819,0.818609445,0.852631429,0.881507351,0.866305973,0.865413911,0.830215427,0.842348034,0.837473715,0.820044723,0.802071985,0.799199743,0.800490313,0.803824532,0.82857043,0.831038656,0.811618419,0.840783824
PaChr4g14603-t1_14603,0.762626501,0.778131907,0.783393683,0.782494934,0.733458182,0.767395991,0.747307448,0.756126049,0.791330019,0.782719809,0.783541829,0.766643552,0.812304746,0.800419522,0.807337645,0.817986434,0.803797675,0.802895203,0.779862322,0.802925183
PaChr8g22665-t1_22665,0.822236055,0.835300093,0.843106651,0.838257141,0.807487526,0.823072518,0.813721691,0.849840355,0.838770594,0.849139023,0.840524873,0.826425827,0.815418737,0.837053943,0.867768666,0.816969481,0.815159534,0.816803705,0.790991386,0.809368145
PaChr9g24217-t1_24217,0.812378482,0.833734738,0.819924471,0.83477864,0.802143953,0.825503929,0.818494221,0.824879398,0.834111745,0.829102469,0.830728724,0.814346244,0.839033615,0.836290892,0.821878002,0.825444553,0.808346512,0.804820592,0.78277744,0.804723104
PaChr4g14589-t1_14589,1.965332972,1.857687492,1.960151794,2.01353709,2.018851189,2.044908157,1.941320895,1.98329365,2.401956286,2.606530891,2.467230489,2.556186438,2.202544179,2.342056759,2.281340062,2.203109201,2.188506068,2.195546722,2.224369773,2.146738336
PaChr10g04886-t1_4886,3.450163362,3.229173503,3.499408874,3.402759122,2.972414697,2.954005737,2.865700395,2.893801533,1.969473807,2.215282639,2.284558882,2.20671818,2.885550973,2.884044228,2.900672905,3.00486305,2.655837866,2.678465497,2.730575418,2.641227348
PaCtg1930g35646-t1_35646,0.785406615,0.778301252,0.814936859,0.81715792,0.755270611,0.766949572,0.79435032,0.77173705,0.795094307,0.75309766,0.78973712,0.759854573,0.769012164,0.766787347,0.793592043,0.792026577,0.814612435,0.81796942,0.796144049,0.823627339
PaChr12g07405-t1_7405,1.458020554,1.499180793,1.443169954,1.415395221,1.647931553,1.656931521,1.614819212,1.630692271,2.162685939,2.029212457,2.10653625,2.144062742,1.978631844,1.911333636,1.935509709,1.999848121,1.977732359,1.92300955,1.986940674,1.9524377
PaCtg0429g27210-t1_27210,0.830728678,0.847451389,0.844847449,0.849126521,0.874061953,0.877390466,0.897438786,0.90205775,0.945065852,0.972865973,0.947605347,0.944247739,0.931047513,0.926469892,0.929296438,0.941373973,0.849249367,0.838060426,0.819614397,0.835530601
PaChr1g01445-t1_1445,1.150580502,1.163118104,1.170914823,1.133166853,0.787120461,0.81441566,0.799111477,0.812321963,0.776959432,0.780150169,0.774068709,0.757435885,0.765194768,0.764487285,0.757882075,0.764210064,0.804287761,0.808008884,0.78318113,0.806855308
PaCtg2767g38124-t1_38124,0.846031104,0.867670632,0.86292544,0.854816236,0.888522675,0.92120864,0.895190476,0.90014898,0.986864063,0.997941949,0.982090074,0.979640782,0.948142831,0.959957799,0.97112509,0.986804047,0.841750299,0.833342855,0.81289902,0.828608349
PaChr2g10652-t1_10652,0.802063083,0.807796837,0.827768024,0.822749972,0.822696006,0.838695941,0.843346985,0.84619423,0.818030747,0.827423824,0.83500082,0.809802877,0.848364955,0.857318566,0.853698779,0.846328952,0.804830249,0.806464094,0.783489096,0.808739762
PaCtg1495g33836-t1_33836,1.298489486,1.27213585,1.332375011,1.291668714,1.091886799,1.121605554,1.085673901,1.094469776,0.84841789,0.843959128,0.838699421,0.82726492,1.011342863,1.008658403,1.014796158,1.024560262,1.070854886,1.061344554,1.04601578,1.036404646
PaChr6g18376-t1_18376,0.829052799,0.846302613,0.846006468,0.844114219,0.781614105,0.810764262,0.800537637,0.797569612,0.78233012,0.786357157,0.801248695,0.771195684,0.815695917,0.809450424,0.813161045,0.811583341,0.822247502,0.825254639,0.804680543,0.833082572
PaCtg0466g27464-t1_27464,1.968674633,1.892823109,1.977634798,1.96876017,2.04304374,2.045950505,2.01811552,1.970920922,1.879175195,1.789632089,1.811558388,1.85788577,1.652757876,1.611531476,1.675626519,1.697161585,1.718776708,1.665324243,1.716938139,1.698751362
PaChr8g22231-t1_22231,0.977848305,0.987692263,0.9719017,1.008896714,1.028453842,1.04281922,1.036022998,1.041302181,0.935418374,0.931071323,0.946866568,0.926151587,0.993368855,0.956298441,0.970751395,0.984999923,0.890112339,0.869743156,0.860389837,0.87931035
PaChr10g03925-t1_3925,0.737007133,0.76076201,0.757425117,0.751381154,0.738368299,0.764130633,0.758013988,0.763109139,0.778281478,0.766807282,0.760533564,0.748384161,0.828553171,0.835368743,0.824498999,0.831900751,0.814857572,0.816310774,0.790737272,0.809441125
PaCtg3989g40513-t1_40513,1.008354878,1.021227638,1.021681973,1.012887305,1.032335226,1.038239385,1.057737262,1.034059313,0.83632981,0.865231198,0.863410774,0.839411249,0.839152803,0.836827392,0.835151423,0.858128414,0.829832945,0.841527769,0.81591187,0.841325951
PaChr2g10155-t1_10155,0.946880786,0.958135539,0.965742844,0.953767053,1.000332219,1.001596344,1.020774386,1.017219978,0.850001721,0.863013891,0.86342476,0.843316688,0.846841278,0.846308425,0.836168346,0.854523835,0.820967063,0.812754851,0.795040629,0.81915284
PaChr5g17234-t1_17234,0.875225155,0.914918311,0.852448007,0.903724584,0.821255503,0.852101518,0.830857244,0.840589336,0.840137102,0.855676688,0.817005658,0.820715419,0.833098409,0.821512838,0.819961611,0.816010797,0.822112381,0.826241287,0.804961072,0.83303875
PaChr11g06576-t1_6576,0.878497732,0.897195276,0.875611682,0.907614183,0.849913904,0.866413255,0.864266758,0.876372395,0.860049355,0.858457498,0.868009701,0.846812751,0.891726326,0.898149063,0.879813394,0.888739585,0.933636608,0.920845387,0.903857189,0.908590771
PaChr2g09995-t1_9995,2.019088057,1.948037648,1.99050446,2.048172627,1.954045215,1.888110845,1.882387581,2.025124884,1.567746393,1.574709703,1.538230533,1.578523732,1.64312408,1.663119904,1.62120239,1.596979548,1.564841215,1.617398659,1.606219668,1.58575176
PaCtg1175g32135-t1_32135,0.90155146,0.917607023,0.916412211,0.912414293,0.956803706,0.973947106,0.975416153,0.963484436,0.912994582,0.904768452,0.889478654,0.888722359,0.893504707,0.890010079,0.898420744,0.886104359,0.863118327,0.852128939,0.833385874,0.846859636
PaChr4g14631-t1_14631,1.033042767,1.03532556,1.076494148,1.014441586,1.1431743,1.134709999,1.135473454,1.184079274,1.153421035,1.161043614,1.199066549,1.171233376,1.331266454,1.331662537,1.370869106,1.293166834,1.302111863,1.323065641,1.327995547,1.349078556
PaCtg0326g26672-t1_26672,1.859635001,1.8620674,1.843005442,1.816783033,1.632494468,1.645416234,1.617854912,1.591881342,2.275752099,2.318752891,2.362760659,2.375450423,1.831942552,1.785650954,1.810023127,1.797141602,2.395069636,2.43628451,2.468435551,2.396501153
PaChr10g04332-t1_4332,0.860403491,0.869760328,0.884223622,0.873167792,0.914590511,0.931791962,0.933974821,0.925941495,0.862347687,0.865043972,0.86142501,0.847522552,0.853558624,0.853648825,0.85922432,0.866547902,0.816577462,0.825608032,0.799298383,0.823026713
PaChr5g16492-t1_16492,0.775921015,0.798830395,0.793076834,0.790491256,0.792480937,0.807138074,0.826512054,0.806340349,0.808269769,0.81154298,0.808934395,0.791578971,0.810104448,0.820824795,0.811592052,0.813480987,0.81775723,0.816599444,0.792406333,0.81098533
PaCtg1088g31594-t1_31594,0.852013405,0.860672065,0.871936647,0.870461617,0.911177611,0.924030307,0.920739363,0.939077999,0.810407193,0.805648376,0.814730909,0.792342199,0.878426514,0.87438016,0.870492065,0.888668372,0.884007182,0.880264023,0.86904393,0.899980526
PaChr1g00398-t1_398,0.843694634,0.870591278,0.852664614,0.855564913,0.83331536,0.838550104,0.857456014,0.863692332,0.820215709,0.813435553,0.810846537,0.797005938,0.819789156,0.821641964,0.821213222,0.827778656,0.825942091,0.81798621,0.801368382,0.827035399
PaChr1g01506-t1_1506,1.01198973,1.027432366,1.011522242,1.027907779,1.099430928,1.108190269,1.128919878,1.084347576,1.027291778,1.017924484,1.115473135,1.048330027,1.006464871,1.033224769,1.038993792,1.005671426,1.064309654,1.058980059,1.041236434,1.031721755
PaChr7g21008-t1_21008,1.435852748,1.4327421,1.434218106,1.427641937,1.352650359,1.341358649,1.325353112,1.391161421,1.589187868,1.547791741,1.443863089,1.542581389,1.65851053,1.585376117,1.592872742,1.635610963,1.611974519,1.563418761,1.61089399,1.605059609
PaChr9g24420-t1_24420,0.76017763,0.780232491,0.778724259,0.777909105,0.763509626,0.790762589,0.780867123,0.785808278,0.801051071,0.805659312,0.800335739,0.783976738,0.814713771,0.817804083,0.816852515,0.824971665,0.808595177,0.81035369,0.7855072,0.80677987
PaChr1g02401-t1_2401,0.919452484,0.929409973,0.931899104,0.937281864,0.875225273,0.907566386,0.883618203,0.887054201,0.984862795,0.970485125,0.966167243,0.963687405,0.832753576,0.82993922,0.825596423,0.832768206,0.822379063,0.832422789,0.804341466,0.824759654
PaChr11g06289-t1_6289,0.791330574,0.80187765,0.803159694,0.82267301,0.797319409,0.825871739,0.825498631,0.801363714,0.848561082,0.864622885,0.863868491,0.843543417,0.810858326,0.811371623,0.822849129,0.812660224,0.812626134,0.810956045,0.787494664,0.807764035
PaChr1g01144-t1_1144,0.855925957,0.870993898,0.868983232,0.874499719,0.878344211,0.895025631,0.892384969,0.901169876,0.85555563,0.864027689,0.87114316,0.848340274,0.824843086,0.830053132,0.819745523,0.817636592,0.825375213,0.82492315,0.806208523,0.83460885
PaChr5g16833-t1_16833,1.081076365,1.079083295,1.090037328,1.097942986,1.090682871,1.104969279,1.106017775,1.086535041,0.930331199,0.935522698,0.932613381,0.920839964,0.828425252,0.830956264,0.831820147,0.834673866,0.827037084,0.817486904,0.800247687,0.823177552
PaChr4g14994-t1_14994,2.992651266,3.008834122,2.951103971,2.842417661,3.38127856,3.36578746,3.208578164,3.319868606,2.980883916,3.075045062,3.063238317,3.131080761,2.880487842,2.849045797,2.777899766,2.763248586,2.902778013,2.903976008,2.988505777,2.904792167
PaChr1g00918-t1_918,0.760474241,0.780733137,0.775513368,0.78163276,0.778715447,0.802502688,0.797034461,0.801845317,0.80342001,0.809055764,0.809897315,0.78940293,0.830028754,0.834205635,0.82818998,0.833364541,0.825785714,0.826299546,0.800944846,0.817613118
PaCtg0442g27293-t1_27293,0.823884033,0.846027232,0.830713683,0.845007222,0.797705883,0.810121905,0.815378297,0.831985136,0.851137806,0.850588868,0.82593606,0.82591372,0.839563104,0.842482037,0.833437051,0.849115872,0.872041518,0.863708929,0.852986817,0.882599416
PaCtg0866g30285-t1_30285,2.25016345,2.220865822,2.164918929,2.27092355,2.035143037,2.038598471,1.979152653,1.998696084,2.338459882,2.187579526,2.264727716,2.31603577,2.000918989,1.914450048,1.997442905,1.978208812,2.286594203,2.305308675,2.362958164,2.335402238
PaChr4g14576-t1_14576,1.158620342,1.165763294,1.167149592,1.158306746,1.233757328,1.212398687,1.281225954,1.214685776,1.242578241,1.241079586,1.263680818,1.252746929,1.198081297,1.203767449,1.211394385,1.167402972,1.194476112,1.16920297,1.188124349,1.210884173
PaChr3g13827-t1_13827,0.797527223,0.809674691,0.818051826,0.817460189,0.781012393,0.80206767,0.796116622,0.810594037,0.787993021,0.7891037,0.787887117,0.76928471,0.833670802,0.840292157,0.848603807,0.833195531,0.808015401,0.806387758,0.783913522,0.806765846
PaCtg0564g28146-t1_28146,0.73840826,0.758850569,0.759582205,0.755279157,0.732430604,0.758857206,0.748267667,0.761527015,0.763072842,0.766218317,0.762082113,0.743539195,0.758206191,0.778912006,0.77954531,0.782822643,0.814263504,0.810416105,0.788409158,0.80926222
PaChr6g18467-t1_18467,0.762109967,0.777283395,0.7840931,0.78110478,0.770271844,0.792864889,0.788425232,0.796071236,0.815135043,0.83173133,0.836184995,0.810736908,0.848592667,0.828594203,0.8212783,0.850379022,0.827425384,0.834798381,0.812032012,0.839373597
PaChr1g03364-t1_3364,0.937471561,0.980866717,0.929988217,0.939581959,0.982977574,0.98035509,0.998342125,1.01235773,1.117036179,1.109070399,1.14454525,1.12113689,1.240069548,1.185881867,1.202384675,1.207821456,1.144452958,1.148402363,1.152790754,1.181283368
PaChr1g01512-t1_1512,0.851830767,0.86843107,0.868738991,0.865217059,0.844935803,0.862205481,0.865009283,0.864687645,0.891527757,0.911537151,0.920475704,0.894879043,0.867872502,0.866276593,0.866325508,0.884151149,0.937642322,0.915154068,0.906229601,0.917041415
PaChr2g08590-t1_8590,0.790420522,0.801430521,0.812309796,0.810852864,0.798557985,0.820948517,0.815501033,0.822200709,0.839991633,0.86376712,0.85945832,0.838733121,0.893899886,0.876760346,0.87908125,0.897382869,0.927593392,0.903787708,0.899630005,0.919762244
PaCtg1801g35203-t1_35203,1.470079147,1.445515072,1.485110161,1.463078516,1.281868993,1.282735815,1.28833363,1.277640542,1.270724938,1.332498324,1.342178179,1.322360913,1.229297434,1.274260886,1.200142159,1.234583058,1.271643421,1.261986755,1.254345329,1.229307629
PaCtg0762g29683-t1_29683,0.739836642,0.760916964,0.756883458,0.76021378,0.750362791,0.778636159,0.773029191,0.76722347,0.774235966,0.774406181,0.767850491,0.752273512,0.872553692,0.871996407,0.87494665,0.871580354,0.814654266,0.816600674,0.795092174,0.821925518
PaChr11g06738-t1_6738,0.882046377,0.901600876,0.90154535,0.886479754,0.904473974,0.910664271,0.923182294,0.930467709,0.798218946,0.792416014,0.824849937,0.787211963,0.83846938,0.847792926,0.847698716,0.857813467,0.811788671,0.810308396,0.786959733,0.807732952
PaChr4g15484-t1_15484,0.775360004,0.796922551,0.790332195,0.793670658,0.787692086,0.812491036,0.806533661,0.807884183,0.808592614,0.823415692,0.827693255,0.802558433,0.850266557,0.856354443,0.850277353,0.859664292,0.861749454,0.852925989,0.832774622,0.845701823
PaChr5g17810-t1_17810,0.937377864,0.952932588,0.954066079,0.943079106,0.865846368,0.881211493,0.882671113,0.888672243,0.85145524,0.844917271,0.849440718,0.832495455,0.861004178,0.857681571,0.861290125,0.86312963,0.842588373,0.838059304,0.81526571,0.829832611
PaCtg0660g28918-t1_28918,1.28607281,1.302217265,1.30410316,1.253075604,1.35961631,1.327765733,1.373078186,1.374343014,1.039777588,1.008797085,1.052564214,1.026817969,1.12018929,1.163160843,1.145596187,1.151018432,1.027037144,1.02401945,1.003907678,0.997492438
PaChr6g19912-t1_19912,0.802112806,0.819721649,0.820804514,0.817817504,0.787558042,0.813104003,0.807600363,0.805555241,0.802960847,0.791452619,0.792342574,0.776816762,0.800806151,0.796706795,0.791438448,0.801822772,0.812461991,0.817978055,0.791606339,0.812735652
PaChr11g05205-t1_5205,0.768762722,0.7855488,0.790345474,0.785804217,0.765427555,0.795204939,0.773490274,0.795146311,0.804191127,0.806332404,0.805602948,0.787176313,0.830248652,0.821631225,0.824446009,0.819692358,0.814543976,0.821538119,0.79473683,0.816047832
PaCtg2630g37766-t1_37766,2.410690748,2.387234861,2.393462578,2.33734101,2.887876573,2.784888698,2.89240853,2.790509021,2.509690666,2.463527617,2.458373753,2.540085239,2.184028244,2.23160686,2.274417154,2.257291439,2.21884606,2.251142035,2.273542775,2.201522727
PaChr3g13637-t1_13637,0.813601299,0.826295382,0.825904717,0.839878106,0.825057896,0.83568369,0.848120338,0.851621283,0.84876268,0.841881564,0.834454535,0.82513499,0.811114842,0.80244554,0.808754027,0.810717249,0.80937166,0.810048511,0.787929108,0.813277166
PaChr1g00762-t1_762,0.795916576,0.820687009,0.806645058,0.81317814,0.810896021,0.827364356,0.830768889,0.836313028,0.836685353,0.83618176,0.831316889,0.817898803,0.894905841,0.872372389,0.893549819,0.903997439,0.877128542,0.878660734,0.864405698,0.895282147
PaChr4g14717-t1_14717,1.099686699,1.101499559,1.094088791,1.125881367,1.093645282,1.087262307,1.102681722,1.119772848,1.883947122,1.725463303,1.783680503,1.827184286,2.249384044,2.235677323,2.089939521,1.976607436,0.959712127,0.936951023,0.937156645,0.961670049
PaCtg3665g39996-t1_39996,1.116706884,1.098903446,1.144176988,1.126855163,1.172448207,1.152006314,1.193379608,1.190599316,1.353712918,1.33414163,1.36847092,1.360735559,1.723090602,1.832687048,1.854305535,1.821638688,2.304077852,2.261580357,2.328596496,2.262244429
PaChr1g00417-t1_417,2.37294278,2.264316915,2.454848102,2.288165993,2.225847447,2.157258613,2.204342254,2.206898013,2.493511549,2.584287099,2.589507161,2.623670101,2.138863856,1.991013397,1.970198803,2.031974993,2.355221529,2.39414227,2.424268736,2.352410668
PaChr4g15496-t1_15496,1.782107365,1.7550436,1.762711024,1.780894444,2.100004631,2.022380364,2.103683285,2.079489211,1.912945307,2.134115294,2.061552998,2.079047304,1.777321412,1.882277928,1.768200399,1.785106257,1.803778454,1.791212246,1.809700655,1.752415227
PaChr1g00486-t1_486,0.787252306,0.807251156,0.795704674,0.812755069,0.795956646,0.826348755,0.811262096,0.812697841,0.8150917,0.799868505,0.805722355,0.788695931,0.829269594,0.819242449,0.821807867,0.829199598,0.823411406,0.816013241,0.79848949,0.823314503
PaChr1g03042-t1_3042,0.816693002,0.836136184,0.835865547,0.828458514,0.804431384,0.827843936,0.819818407,0.827895991,0.810142203,0.830883618,0.851908805,0.814385947,0.875909326,0.869153433,0.891034932,0.885492406,0.817209072,0.816138971,0.792165073,0.811315934
PaChr5g16706-t1_16706,0.911884026,0.922531348,0.934093512,0.919579508,0.891548074,0.914250351,0.903508042,0.9081279,0.861863093,0.85229106,0.861113175,0.842810038,0.837114353,0.848071706,0.842265475,0.845577197,0.842435795,0.852506246,0.823388231,0.83889897
PaCtg3071g38784-t1_38784,1.033246045,1.059906335,1.01410581,1.054831905,1.168550572,1.13560459,1.200981393,1.188399729,1.099607425,1.069889544,1.101969199,1.08625815,1.243479203,1.271645592,1.337144751,1.293134792,1.309486285,1.307517908,1.297475414,1.269060221
PaChr2g10020-t1_10020,0.81656385,0.838181842,0.828243538,0.833927262,0.884115376,0.864984686,0.917594049,0.924869294,0.771208989,0.775452057,0.772744841,0.753361564,0.833452415,0.832571985,0.833351062,0.831483353,0.906686048,0.904729944,0.881020817,0.886614386
PaChr7g21133-t1_21133,0.955416037,0.951512694,0.98946857,0.961230214,0.989645621,0.989528664,1.011457502,1.007971448,0.938459714,0.943658052,0.943503547,0.930359478,0.855181483,0.858029858,0.852336288,0.853532139,0.862329013,0.864443703,0.838181356,0.849124365
PaCtg0278g26390-t1_26390,0.845395649,0.863371423,0.857346056,0.863219794,0.890443546,0.905028181,0.920749307,0.895588945,0.860202851,0.896501834,0.888068787,0.867302853,0.851352188,0.849773822,0.860592669,0.859066775,0.865762845,0.856780016,0.836814739,0.849357092
PaChr3g11692-t1_11692,0.922841808,0.942105635,0.93471369,0.931265045,0.862674346,0.884334149,0.888688931,0.86832985,0.928375203,0.943140586,0.952850957,0.93009247,0.914190071,0.952022621,0.95857309,0.940633428,1.109568668,1.115000444,1.093681411,1.080178576
PaChr11g05490-t1_5490,0.80493621,0.81912846,0.818555807,0.829193849,0.817872319,0.832101155,0.819264238,0.86588285,0.83803962,0.832180141,0.834933359,0.818269409,0.913774236,0.880320337,0.882619583,0.919401435,0.863980445,0.848447108,0.837240519,0.860799268
PaChr7g21660-t1_21660,1.003573781,1.008415969,1.004387245,1.030029901,0.91415257,0.940082208,0.906426107,0.946394894,0.981875105,0.967115731,0.991528233,0.97060744,1.013111481,0.988710158,0.989780978,1.003862062,1.084820891,1.064418751,1.056583278,1.049445418
PaChr12g07926-t1_7926,0.948085685,0.963314265,0.97086166,0.946629167,0.903868601,0.938765273,0.907039255,0.914907515,0.836327882,0.83184155,0.83777242,0.818586907,0.803157515,0.815550438,0.808817417,0.814128368,0.8383371,0.829191267,0.809965242,0.827827683
PaCtg0776g29776-t1_29776,0.802763237,0.828110975,0.819323575,0.812604082,0.879446197,0.895943284,0.882224377,0.915116081,0.828157348,0.831093689,0.840373264,0.816469607,0.865852094,0.853366198,0.847776687,0.85750016,0.844607688,0.834139645,0.815797883,0.833233817
PaChr7g20841-t1_20841,0.79885085,0.824089403,0.813565367,0.811147756,0.768960383,0.79470042,0.789060967,0.78914316,0.841034629,0.844069466,0.842003301,0.825967675,0.811871806,0.811020677,0.813929176,0.816266394,0.835263544,0.825118286,0.807316548,0.827441354
PaCtg4696g41508-t1_41508,0.892072925,0.901816604,0.907097189,0.91030741,0.847843599,0.877976491,0.859794817,0.861787855,0.99072894,0.978541802,0.957981451,0.965552245,0.862122379,0.851399761,0.846029858,0.86442179,0.888695222,0.886310732,0.874788415,0.905655064
PaChr1g02759-t1_2759,0.75005633,0.771787881,0.765545423,0.770312837,0.775093798,0.788072966,0.806438385,0.796223062,0.77165748,0.768107661,0.768601395,0.749471951,0.814452142,0.819645699,0.800915332,0.814121773,0.816970192,0.811909383,0.791292501,0.8132974
PaChr2g09009-t1_9009,0.795045848,0.809958535,0.81640766,0.811496289,0.795994423,0.825162451,0.810671933,0.814836188,0.833652233,0.830524851,0.826435547,0.813141269,0.839326157,0.839207387,0.837290956,0.842828109,0.81817349,0.812382777,0.792888124,0.816188356
PaChr6g18674-t1_18674,0.822636227,0.843815529,0.842365446,0.83139367,0.810600042,0.836617956,0.8293346,0.826480801,0.847025295,0.854418799,0.84794327,0.833747954,0.838824071,0.840356087,0.833768897,0.836197319,0.880232909,0.862080174,0.850924245,0.869861943
PaCtg4381g41077-t1_41077,0.789452898,0.801197989,0.802086946,0.81890831,0.781038502,0.799907955,0.802965902,0.805361084,0.805997383,0.798533847,0.801628177,0.783653299,0.880560198,0.894288268,0.879062455,0.885169667,0.948325479,0.928099007,0.917217581,0.924744271
PaChr10g04153-t1_4153,0.742378664,0.764346376,0.759295289,0.761704354,0.750497535,0.77586939,0.772449942,0.771452455,0.797695511,0.79814642,0.795863571,0.778610626,0.836320167,0.845562921,0.844664007,0.849471879,0.811525271,0.809687297,0.788078158,0.811855894
PaCtg0065g25430-t1_25430,0.785894634,0.80287741,0.803258004,0.805344545,0.774853888,0.797987209,0.791451783,0.801194465,0.802598535,0.810795048,0.807320417,0.788801168,0.826107771,0.83354717,0.820565688,0.838338081,0.87853226,0.866311846,0.848747658,0.861073977
PaChr6g19508-t1_19508,0.881686915,0.891355819,0.89508484,0.90279316,0.882885126,0.881894697,0.905289187,0.915726737,0.972118317,0.946505956,0.962928592,0.949830231,0.91503705,0.911585307,0.894198001,0.906964262,0.90266172,0.912774077,0.895978453,0.925825695
PaChr1g00068-t1_68,1.060276026,1.067304939,1.081980882,1.056641079,0.961863644,0.988899356,0.972671929,0.965470548,1.189241601,1.18653218,1.193295592,1.190262916,1.291216955,1.193142848,1.21451623,1.275525418,1.267105182,1.252548571,1.272640067,1.296259581
PaCtg1169g32077-t1_32077,0.827042543,0.851967359,0.8362516,0.842459311,0.880516529,0.91330182,0.889203951,0.890802316,0.838486729,0.843493312,0.842390096,0.825035716,0.855277354,0.870708273,0.863342828,0.871889379,0.844989956,0.851932196,0.823833768,0.838135415
PaChr5g18197-t1_18197,0.800318054,0.819427406,0.821807806,0.811727943,0.810817126,0.827574878,0.828959823,0.837878691,0.839931502,0.84219053,0.830611361,0.820844037,0.851585477,0.849424119,0.862709687,0.858329441,0.831676482,0.843476136,0.815341732,0.835825397
PaChr10g05073-t1_5073,0.777462163,0.799490061,0.792525094,0.794974151,0.777542503,0.801759944,0.795612362,0.800621498,0.830754073,0.815031262,0.822169732,0.805230263,0.845295934,0.843593513,0.845844534,0.848005602,0.821718926,0.815244508,0.795492704,0.817180308
PaChr2g11316-t1_11316,0.77126696,0.79047395,0.786209526,0.792481974,0.795860791,0.805639593,0.817809003,0.828534248,0.835185555,0.818874662,0.826122828,0.809501407,0.824826855,0.814274503,0.82826609,0.842032962,0.821199206,0.828771704,0.804284315,0.829480013
PaChr3g13279-t1_13279,1.013283679,1.031558916,1.010201129,1.028864219,0.984803334,1.021365331,0.955211891,1.020365822,0.823291701,0.825134083,0.812003539,0.80254091,0.824651696,0.807948886,0.824219436,0.836490679,0.837635949,0.830802435,0.815453115,0.842764607
